id,name,name_fr,type,type_label,abreviation,code,secteur,commune,wilaya_code,lat,lng,adresse,adresse_fr,telephone,fax,email,site_web,facebook,capacite,capacite_reelle,surface_m2,internat,capacite_internat,vocations,source
61,مركز التكوينالمهني و التمهينأفلو,Centre de Formation Professionnelle et de l'ApprentissageAFLOU,cfpa,مركز التكوين المهني والتمهين,CFPA AFLOULAGHOUAT,0303,public,أفلو,03,34.11784,2.10571,طريق الأغواط - أفلو-,Route Laghouat - Aflou,029176588,029176586,cfpaaflou20@gmail.com,,https://www.facebook.com//dade.anis03/,637,855,17631,true,90,,takwin.dz (MFEP)
62,مركز التكوينالمهني و التمهينعين سيدي علي,CFPA ain sidiali,cfpa,مركز التكوين المهني والتمهين,CFPA AIN SIDI ALILAGHOUAT,0308bis,public,عينسيديعلي,03,34.16233,1.53997,بلدية عين سيدي عليالأغواط,Commune d'Aïn Sidi AliLaghouat,029192414,029192414,cfpaainsidiali@gmail.com,,https://www.facebook.com/groups/274661852945005/,200,93,15000,false,,,takwin.dz (MFEP)
63,مركزالتكوين المهني والتمهينالعسافية,Centre de Formation Professionnelle et del'Apprentissage ELASSAFIA,cfpa,مركز التكوين المهني والتمهين,CFPA ASSAFIALAGHOUAT,0309,public,العسفية,03,33.82843,2.99321,حيحجوجة عبد القادرالعسافية,HADJOUDJA ABDELKADERELASSAFIA,029126361,029126360,cpfaelassafia1@gmail.com,,https://www.facebook.com/profile.php?id=100064760449551,269,621,10000,false,,,takwin.dz (MFEP)
64,مركزالتكوين المهني والتمهين الأغواط 3,Centre de Formation Professionnelle et de l'Apprentissage ARTISANATTRADITIONNEL,cfpa,مركز التكوين المهني والتمهين,CFPA AHMED BOURZEGLAGHOUAT,0310,public,الأغواط,03,33.808854,2.852246,حيالساسي بولفعةالأغواط,Quartier Al-Sassi BoulefaaLaghouat,029106796,029106797,cfpalaghouat3@gmail.com,,https://www.facebook.com/profile.php?id=100067648893889,364,230,6935,false,,,takwin.dz (MFEP)
65,مركز التكوينالمهني و التمهينحاسي الرمل,Centre de FormationProfessionnelle et de l'apprentissage HASSIR'MEL,cfpa,مركز التكوين المهني والتمهين,CFPA HASSI R'MELLAGHOUAT,0313,public,حاسيالرمل,03,32.94971,3.27421,حي05 جويلية 1962 حاسيالرمل,Cité 05 juillet 1962 Hassir'mel,029188491,029188336,hassirmelcfpa@gmail.com,,https://www.facebook.com/cfpahassirmel3/,150,140,22820,true,60,,takwin.dz (MFEP)
66,مركز التكوينالمهني و التمهينعين ماضي,Centre de Formation Professionnelle et del'Apprentissage AINMADHI,cfpa,مركز التكوين المهني والتمهين,CFPA AIN MADHILAGHOUAT,0313bis,public,عينماضي,03,33.7995,2.30566,بلدية عين ماضيالأغواط,Commune d'Aïn MadiLaghouat,029130471,029130471,ainmadhicfpa@gmail.com,,https://www.facebook.com/ainmdhi,200,218,1627.82,true,60,,takwin.dz (MFEP)
67,مركزالتكوين المهني والتمهين تاجموت,CENTRE DEFORMATION PROFESSIONNELS ET DE L'APRENTISSGETADJMOUT,cfpa,مركز التكوين المهني والتمهين,CFPA TADJMOUTLAGHOUAT,0312,public,تاجموت,03,33.881,2.52387,بلدية تاجموتالأغواط,Commune de TajmoutLaghouat,029151021,029151022,cfpatadjmout03@gmail.com,,https://www.facebook.com//cfpa03tadjmout/,270,156,7952,true,50,,takwin.dz (MFEP)
68,مركز التكوينالمهني و التمهينبالخنق,Centre de Formation Professionnelle et del'Apprentissage ELKHENEG,cfpa,مركز التكوين المهني والتمهين,CFPA KHENEGLAGHOUAT,0311,public,الخنق,03,33.759291,2.797533,بلدية الخنقالأغواط,COMMUNE KENEGLAGHOUAT,029150026,029150026,cfpakhneg@gmail.com,,https://www.facebook.com/profile.php?id=100075989185106,250,487,13600,false,,,takwin.dz (MFEP)
69,مركز التكوينالمهني و التمهينحاسي الدلاعة,Centre de FormationProfessionnelle et de l'Apprentissage HASSIDELAA,cfpa,مركز التكوين المهني والتمهين,CFPA HASSI DELAALAGHOUAT,0317,public,حاسيالدلاعة,03,33.41069,3.54585,بلدية حاسي الدلاعةالأغواط,COMMUNE HASSI DELAALAGHOUAT,029180516,029180516,cfpahassidelaa@gmail.com,,https://www.facebook.com//cfpahassidelaa,250,116,7150,false,,,takwin.dz (MFEP)
70,مركز التكوينالمهني والتمهينسيدي بوزيد,Centre de FormationProfessionnelle et de l'Apprentissage SIDIBOUZID,cfpa,مركز التكوين المهني والتمهين,CFPA SIDI BOUZIDLAGHOUAT,0319,public,سيديبوزيد,03,34.348162,2.268069,بلدية سيدي بوزيدالأغواط,Commune de Sidi BouzidLaghouat,029162300,029162294,cfpasdbouzid@gmail.com,,https://www.facebook.com/cfpa.nf?mibextid=ZbWKwL/,204,66,2890.44,false,,,takwin.dz (MFEP)
71,مركزالتكوين المهني والتمهين الغيشة,Centre deFormation Professionnelle et de l'Apprentissage ELGHAICHA,cfpa,مركز التكوين المهني والتمهين,CFPA EL GHAICHALAGHOUAT,0320,public,الغيشة,03,33.92801,2.13455,بلدية الغيشةالأغواط,"Commune ELGhaicha,Laghouat",029165343,029165343,cfpaelghaicha@gmail.com,,https://www.facebook.com/profile.php?id=100057482737774,204,78,9558,true,60,,takwin.dz (MFEP)
72,مركزالتكوين المهني والتمهينتاجرونة,Centre de Formation Professionnelle et del'ApprentissageTADJROUNA,cfpa,مركز التكوين المهني والتمهين,CFPA TADJROUNALAGHOUAT,0324,public,تاجرونة,03,33.5023,2.09829,تاجرونة الأغواط,TADJROUNALAGHOUAT,029140370,,tadjrounacfpa@gmail.com,,https://www.facebook.com/profile.php?id=100070791641165,200,105,10325.13,true,60,,takwin.dz (MFEP)
73,مركز التكوينالمهني و التمهينافلو 2,Centre de Formation Professionnelle et de l'Apprentissage AFLOU2,cfpa,مركز التكوين المهني والتمهين,CFPAAFLOU2LAGHOUAT,0325,public,أفلو,03,34.111394,2.079629,حي الضاية آفلو,QuartierDaya Aflou,029172515,029172515,cfpaaflou2@gmail.com,,https://www.facebook.com/profile.php?id=100066799971500,329,264,9475,true,60,,takwin.dz (MFEP)
74,مركز التكوينالمهني و التمهينسبقاق,Centre de Formation Professionnelle et de l'ApprentissageSEBGAG,cfpa,مركز التكوين المهني والتمهين,CFPA SEBGAGLAGHOUAT,0326,public,سبقاق,03,34.029301,1.933228,بلدية سبقاقالأغواط,COMMUNE SEBGAGLAGHOUAT,029191255,,ccfpasebgag@gmail.com,,https://www.facebook.com/profile.php?id=100070072846583,169,96,9475,true,60,,takwin.dz (MFEP)
75,مركز التكوينالمهني و التمهينوادي مرة,Centre de Formation Professionnelle et del'Apprentissage OUEDMORRA,cfpa,مركز التكوين المهني والتمهين,CFPA OUED MORRALAGHOUAT,0323,public,واديمرة,03,34.170889,2.328111,واد مرة الأغواط,OUED MORRALAGHOUAT,029163881,029163952,cfpa.ouad.morra@gmail.com,,https://www.facebook.com/profile.php?id=100086242737830&locale=fr_FR,144,40,5900,true,60,,takwin.dz (MFEP)
76,مركز التكوينالمهني و التمهينببريدة,Centre de Formation Professionnelle et del'ApprentissageBRIDA,cfpa,مركز التكوين المهني والتمهين,CFPA BRIDALAGHOUAT,0303,public,بريدة,03,33.907821,1.78689,بريدة,BRIDA WILAYA DEAFLOU,029170234,029170234,annexbrida@gmail.com,,https://www.facebook.com/people/%D9%85%D8%B1%D9%83%D8%B2%D8%A7%D9%84%D8%AA%D9%83%D9%88%D9%8A%D9%86-,211,68,15044.26,true,60,,takwin.dz (MFEP)
77,ملحقة التكوينالمهني و التمهينسيدي مخلوف,annex SIDIMAKHLOUF,annexe_cfpa,ملحقة مركز التكوين المهني والتمهين,ANNEXE SIDIMAKHLOUFLAGHOUAT,0304A1,public,سيديمخلوف,03,34.132697,3.018901,بلدية سيدي مخلوفالأغواط,COMMUNE SIDI MAKHLOUF LAGHOUAT,029141188,,sidimakhlouf5@gmail.com,,https://www.facebook.com/profile.php?id=100076426868835,105,38,3620,false,,,takwin.dz (MFEP)
78,ملحقة ت م ت أحمدبوصاق بريدة,ANNEXE AHMED BOUSAGBRIDA,annexe_cfpa,ملحقة مركز التكوين المهني والتمهين,ANNEXE BRIDALAGHOUAT,0303A,public,أفلو,03,,,بلدية بريدة آفلوالأغواط,Commune de Brida AflouLaghouat,,,,,,,37,,false,,,takwin.dz (MFEP)
79,مؤسسةالأمل,Etablissement ElAmel,prive,مؤسسة خاصة معتمدة,EPFEP EL AMELLAGHOUAT,PVPOI,prive,الأغواط,03,33.80046,2.8607,المقام- ساسي بولفعةالأغواط,Cité El m'kam Lotissement saciLaghouat,0550570658,,elamelschool@yahoo.fr,,Ecole-de-formation-professionnelle-EL-Amel,14,,394.47,false,,نظافة أمن وبيئة; مستغلمعلوماتية; الأمانة,takwin.dz (MFEP)
80,مؤسسةالمصطفى,EtablissementMOSTAPHA,prive,مؤسسة خاصة معتمدة,EPFEP EL MOSTAPHALAGHOUAT,PLN31,prive,قصرالحيران,03,33.78557,3.13423,شارع محمد عطية الوئامقصر الحيرانالأغواط,Mohamed Attia El Wiam -K'sar El-HiraneLAGHOUAT,0674140324,,mosecole2@gmail.com,,,26,,108.58,false,,مساعدةحضانة الأطفال; عاملميكرومعلوماتية; الحلويات,takwin.dz (MFEP)
81,إبنسينا,IbnSina,prive,مؤسسة خاصة معتمدة,EPFEP IBN SINALAGHOUAT,PLUFR,prive,الأغواط,03,33.79593,2.86236,شارع بن سحنونالأغواط,Rue Bensahnoune N°:17 Laghouat,0796920097,,n.miloudi@avcn.fr,,,15,,183.2,false,,تسيير المواردالبشرية; عاملميكرومعلوماتية; البستنة,takwin.dz (MFEP)
82,النخيل,PalmSchool,prive,مؤسسة خاصة معتمدة,EPFEP PALM SCHOOLLAGHOUAT,0301A02,prive,الأغواط,03,33.81335,2.85862,الواحات الشماليةالأغواط,Cité Oasis Nord Laghouat,0797273230,,attalahchettikh@gmail.com,,,15,,350,false,,أمينمخزن; حفظالبيانات; تلقيالاعلامالآلي; تصميم مواقعالواب,takwin.dz (MFEP)
83,افاق,AFAK,prive,مؤسسة خاصة معتمدة,EPFEP AFAKLAGHOUAT,0303A3,prive,الأغواط,03,33.80853,2.87593,شارع أحمد شطةالأغواط,Rue Ahmed Chatta laghouat,0660884065,,ecoleafaklaghouat@gmail.com,,https://www.facebook.com/profile.php?id=1000543964,80,74,383,false,,-مربية الأطفالالصغار; -مساعدةالأمومة,takwin.dz (MFEP)
84,وهيبةسونطر فور ترنينقأكت,OUAHIBA CENTRE FOR TRAINING OCT,prive,مؤسسة خاصة معتمدة,EPFEP TPSSLAGHOUAT,P07XL,prive,الأغواط,03,33.80413,2.86885,الواحات الشماليةالأغواط,Section 176 lot N° 21 Oasis Nord Laghouat,0668267222,,proschoolltpss@gmail.com,,https://www.facebook.com/eurltpss03,70,,186,false,,عونالوقايةوالأمن; الفندقةخيارالاستقبال,takwin.dz (MFEP)
85,أ.د.ي,Advance Develop Innovate(A.D.I),prive,مؤسسة خاصة معتمدة,EPFEP A D ILAGHOUAT,PSHLA,prive,الأغواط,03,33.81766,2.87303,شارع أحمد بن سالمالأغواط,Rue Ahmed Bensalem - Laghouat,0553101644,,ecoledeformation.a.d.i@gmail.com,,,,,511.11,false,,,takwin.dz (MFEP)
86,مؤسسةالسهوب,EtablissementSOUHOUB,prive,مؤسسة خاصة معتمدة,EPFEP SOUHOUBLAGHOUAT,PQHT6,prive,الأغواط,03,33.77823,2.85157,منطقة النشاطات طريقالخنق الأغواط,Zoned'activité Routeel khneg Laghouat,0550174209,,souhoubschool@gmail.com,,,100,18,303.66,false,,نظافة أمن وبيئة; مراقبةالتلحيم; الكهروميكانيك,takwin.dz (MFEP)
87,مؤسسةالتكوين3 ميكس,3 Mecs TrainingSchool,prive,مؤسسة خاصة معتمدة,EPFEP 03 MECSLAGHOUAT,PHFWD,prive,الأغواط,03,33.78281,2.84246,حيالمحافيرالأغواط,CITE MEHAFIR LAGHOUAT,0667202452,,contact@3mecs.com,,,50,,233,false,,تلحيم,takwin.dz (MFEP)
88,"""مؤسسةالتكوين المهني""دلتا برو",Etablissement de Formation DeltaPro,prive,مؤسسة خاصة معتمدة,EPFEP DELTA PROLAGHOUAT,PA71X,prive,الأغواط,03,33.796184,2.867938,حيالمعمورة بوعامرالأغواط,mamouralaghouat,0797291189,,deltaschool03@gmail.com,,https://www.facebook.com/deltashool.laghouat/,60,13,250,false,,صيانةالأنظمةالميكانيكيةالألية; تلقينالإعلامالآلي; انشاء مواقعالواب,takwin.dz (MFEP)
89,المؤسسةالخاصة للتكوينالمهني الفلاحلتعليم المهن,ELFALLEH LITAALIMELMIHEN,prive,مؤسسة خاصة معتمدة,ELFALLEHE P F P,03620,prive,الأغواط,03,33.800193,2.868587,حي 5 جويليةلاسيليسالأغواط,CITE 5 JUILLIERLAGHOUAT,33 77 10 5506,023257820,elfalahecole45@gmail.com,,,60,,31.36,false,,المحاسبة و التسيير; سكريتاريةالمديرية; تسييرالموارد البشرية,takwin.dz (MFEP)
90,مديرية التكوين والتعليم المهنيينأم البواقي,DFEP Oum elBouaghi,dfep,مديرية التكوين والتعليم المهنيين,DFEP OUM ELBOUAGHI,0400,public,أمالبواقي,04,,,حي تاقوفت ص.ب 329 أمالبواقي,CITE TAGHOUFET B.P 329 OUM ELBOUAGHI,032562750,032562085,dfepoumelbouaghiat@mfep.gov.dz,/,www.facebook.com/dfep.oeb,,,2344,false,,,takwin.dz (MFEP)
91,المعهد الوطني المتخصصفي التكوين المهني 01أم البواقي,Institut nationalspécialisé de la formation professionnelle 01 Oum ElBouaghi,insfp,معهد وطني متخصص في التكوين المهني,INSFP 01OUM EL BOUAGHI,0411,public,أمالبواقي,04,35.866889,7.0895,المدينة الجديدةماكوماداس - أمالبواقي,NOUVELLE VILLE MAKOMADES OUM ELBOUAGHI,044704534,044704737,insfpoumelbouaghi1at@mfep.gov.dz,,www.feacebook.com/insfp1,300,349,13000,true,120,البناءو الأشغالالعمومية,takwin.dz (MFEP)
92,المعهد الوطني المتخصصفي التكوين المهنيأم البواقي 02,Institut National Specialise dela Formation Professionnelle Oum EL BOuaghi02,insfp,معهد وطني متخصص في التكوين المهني,INSFP 02 OUM ELBOUAGHI,0412,public,أمالبواقي,04,35.876694,7.091525,طريق قسنطينة ص.ب 2001 أمالبواقي,RUE CONSTANTINE B.P 2001 OUM ELBOUAGHI,032565851,032565850,insfp02agr@gmail.com,,www.feacebook.com/insfp02oeb,300,134,43615,true,240,النشاطات الفلاحية والرعوية,takwin.dz (MFEP)
93,المعهد الوطني المتخصصفي التكوين المهنيعين البيضاء,Institut National Specialisede la Formation Professionnelle AINBEIDA,insfp,معهد وطني متخصص في التكوين المهني,INSFP AIN BEIDA OUM ELBOUAGHI,0416,public,عين البيضاء أمالبواقي,04,35.792598,7.365467,المنطقة الحضريةالحديدة عينالبيضاء,ZONE URBAIN E NOUVELLE AINBEIDA,032676671,032676670,insfpainbeidaat@mfep.gov.dz,,https://www.facebook.com/H.T.O.Ainbeida,300,210,19273,true,120,الفندقة، الإطعاموالسياحة,takwin.dz (MFEP)
94,المعهد الوطني المتخصصفي التكوين المهنيعين مليلة,Institut National Specialise de laFormation Professionnelle AINM'LILA,insfp,معهد وطني متخصص في التكوين المهني,INSFP AIN M'LILA OUM ELBOUAGHI,0417,public,عين مليلة,04,36.025358,6.558286,حي بوحة بلعربي 04300عين مليلة,CITE BOUHA BELARBI 04300 AINM'LILA,044717803,044717803,insfpainmlila@mfep.gov.dz,,https://www.facebook.com/pages/category/local/%D8%A7%D9%84%D9%85%D8%B9%D9%87%D8%AF-%D8%A7%D9%84%D9%8,300,194,24500,true,120,الكهرباء، الالكترونيك،طاقويةELE,takwin.dz (MFEP)
95,المعهد الوطني المتخصصفي التكوين المهنيمسكيانة,INSTITUT NATIONAL SPECIALISE DE LA FORMATIONPROFESSIONNELLESMESKIANA,insfp,معهد وطني متخصص في التكوين المهني,INSFP MESKIANA OUM ELBOUAGHI,0418,public,مسكيانة,04,35.626057,7.679278,الطريق الوطنيرقم 10 مسكيانة -امالبواقي,Route nationale n°10 Meskiana -Oum elbouaghi,044709311,044709311,insfpmeskianaat@mfep.gov.dz,,https://www.facebook.com/profile.php?id=100065313860619,300,194,19302,true,120,صناعةالاغذيةالزراعية,takwin.dz (MFEP)
