name,name_fr,name_ar,layer,lat,lng,wilaya_code,wilaya_name_fr,wilaya_name_ar,nid_fr,nid_ar,has_virtual_tour,source
Arc de triomphe de Caracalla,Arc de triomphe de Caracalla,قوس النصر كاراكلا,protected-cultural-property,35.404729,8.123109,12,Tébessa,تبسة,,356,false,patrimoineculturelalgerien.org
Porte de Solomon,Porte de Solomon,باب سولومو,protected-cultural-property,35.402695,8.122879,12,Tébessa,تبسة,,357,false,patrimoineculturelalgerien.org
Porte de Chala,Porte de Chala,باب شالة,protected-cultural-property,35.402752,8.12124,12,Tébessa,تبسة,,358,false,patrimoineculturelalgerien.org
Porte de Constantine,Porte de Constantine,باب قسنطينة,protected-cultural-property,35.404252,8.120227,12,Tébessa,تبسة,,360,false,patrimoineculturelalgerien.org
Rempart byzantin,Rempart byzantin,السور البزنطي,protected-cultural-property,35.405409,8.121968,12,Tébessa,تبسة,,361,false,patrimoineculturelalgerien.org
Sidi Abdallah,Sidi Abdallah,سيدي عبد الله,protected-cultural-property,35.672453,8.012443,12,Tébessa,تبسة,,362,false,patrimoineculturelalgerien.org
Jardin archéologique,Jardin archéologique,الحديقة الأثرية,protected-cultural-property,35.404974,8.119441,12,Tébessa,تبسة,,363,false,patrimoineculturelalgerien.org
Église chrétienne,Église chrétienne,الكنيسة المسيحية,protected-cultural-property,35.405232,8.121503,12,Tébessa,تبسة,,365,false,patrimoineculturelalgerien.org
Amphithéâtre romain,Amphithéâtre romain,المسرح الروماني المدرج,protected-cultural-property,35.401143,8.123788,12,Tébessa,تبسة,,367,false,patrimoineculturelalgerien.org
Vieux palais,Vieux palais,القصر القديم,protected-cultural-property,35.399394,8.120594,12,Tébessa,تبسة,,369,false,patrimoineculturelalgerien.org
Tébessa Khalia (cité antique),Tébessa Khalia (cité antique),تبسة الخالية,protected-cultural-property,35.383173,8.099902,12,Tébessa,تبسة,,370,false,patrimoineculturelalgerien.org
Bordj de Djebel Mestiri,Bordj de Djebel Mestiri,برج جبل مستيري,protected-cultural-property,35.417731,7.991828,12,Tébessa,تبسة,,373,false,patrimoineculturelalgerien.org
Basilique chrétienne,Basilique chrétienne,البازيليك المسيحية,protected-cultural-property,35.409324,8.126861,12,Tébessa,تبسة,,375,false,patrimoineculturelalgerien.org
Musée communal (ancienne église),Musée communal (ancienne église),المتحف البلدي (الكنيسة القديمة),protected-cultural-property,33.806831,2.882993,03,Laghouat,الأغواط,,376,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Abdallah Cherit,Bibliothèque de lecture publique Abdallah Cherit,مكتبة المطالعة العمومية عبد الله شريط,library,34.969496,0.30315,20,Saïda,سعيدة,,377,false,patrimoineculturelalgerien.org
Pressoir de Berzgane,Pressoir de Berzgane,معصرة برزقان,protected-cultural-property,35.121296,8.218144,12,Tébessa,تبسة,,378,false,patrimoineculturelalgerien.org
Ksar de Kourdane,Ksar de Kourdane,قصر كوردان,protected-cultural-property,33.849803,2.340597,03,Laghouat,الأغواط,,379,false,patrimoineculturelalgerien.org
Ksour de Negrine,Ksour de Negrine,قصور نقرين,protected-cultural-property,34.476372,7.506661,12,Tébessa,تبسة,,380,false,patrimoineculturelalgerien.org
Station de Safiet El Baroud,Station de Safiet El Baroud,محطة صفية البارود,protected-cultural-property,34.110944,3.076543,03,Laghouat,الأغواط,,382,false,patrimoineculturelalgerien.org
Tombeau du docteur Saâdane,Tombeau du docteur Saâdane,مقبرة الدكتور سعدان,protected-cultural-property,35.406346,8.118244,12,Tébessa,تبسة,,383,false,patrimoineculturelalgerien.org
Temple de Minerve,Temple de Minerve,معبد مينارف,protected-cultural-property,35.404663,8.122497,12,Tébessa,تبسة,,384,false,patrimoineculturelalgerien.org
Zaouïa Tidjania,Zaouïa Tidjania,الزاوية التجانية,protected-cultural-property,33.794057,2.301312,03,Laghouat,الأغواط,,385,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Moudjahid Hechmaoui Ali,Bibliothèque de lecture publique Moudjahid Hechmaoui Ali,مكتبة المطالعة العمومية المجاهد هشماوي علي,library,34.883739,0.154458,20,Saïda,سعيدة,,386,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Mohamed Lakhdar Essaïhi,Bibliothèque de lecture publique Mohamed Lakhdar Essaïhi,مكتبة المطالعة العمومية محمد الأخضر السائحي,library,34.85714,0.15023,20,Saïda,سعيدة,,387,false,patrimoineculturelalgerien.org
Basilique Saint-Augustin,Basilique Saint-Augustin,كنيسة القديس أوغستين,protected-cultural-property,36.881805,7.744749,23,Annaba,عنابة,,388,true,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Mohamed Dib – commune d'El Maâmoura,Bibliothèque de lecture publique Mohamed Dib – commune d'El Maâmoura,مكتبة المطالعة العمومية محمد ذيب بلدية المعمورة,library,34.685752,0.502399,20,Saïda,سعيدة,,389,false,patrimoineculturelalgerien.org
Aqueduc romain de Bouzizi – commune de Séraïdi,Aqueduc romain de Bouzizi – commune de Séraïdi,قناة جلب المياه الرومانية لبوزيزي ببلدية سيرايدي,protected-cultural-property,36.903488,7.650338,23,Annaba,عنابة,,390,false,patrimoineculturelalgerien.org
Sites historiques du Cap de Garde (Ras El Hamra),Sites historiques du Cap de Garde (Ras El Hamra),مواقع تاريخية برأس الحمراء,protected-cultural-property,36.961301,7.775893,23,Annaba,عنابة,,391,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Belghazali Benbrahim,Bibliothèque de lecture publique Belghazali Benbrahim,مكتبة المطالعة العمومية بلغزالي بن براهيم,library,34.986208,0.471894,20,Saïda,سعيدة,,392,false,patrimoineculturelalgerien.org
Théatre Azzedine Medjoubi,Théatre Azzedine Medjoubi,المسرح الجهوي عزالدين مجوبي,theatre,36.899696,7.759813,23,Annaba,عنابة,39,393,false,patrimoineculturelalgerien.org
Gare ferroviaire d'Annaba,Gare ferroviaire d'Annaba,محطة القطار عنابة,protected-cultural-property,36.896004,7.758911,23,Annaba,عنابة,,394,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Mostefaï Tayeb,Bibliothèque de lecture publique Mostefaï Tayeb,مكتبة المطالعة العمومية مصطفاي الطيب,library,35.024849,0.107415,20,Saïda,سعيدة,,395,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Abdelhamid Benhedouga,Bibliothèque de lecture publique Abdelhamid Benhedouga,مكتبة المطالعة العمومية عبد الحميد بن هدوقة,library,34.902019,0.557633,20,Saïda,سعيدة,,396,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Abderrahmane El Djilali,Bibliothèque de lecture publique Abderrahmane El Djilali,مكتبة المطالعة العمومية عبد الرحمان الجيلالي,library,34.82317,0.323475,20,Saïda,سعيدة,,397,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Hadji Aïssa,Bibliothèque de lecture publique Hadji Aïssa,مكتبة المطالعة العمومية حاجي عيسى,library,34.647818,0.013729,20,Saïda,سعيدة,,398,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Mostefa Lacheraf,Bibliothèque de lecture publique Mostefa Lacheraf,مكتبة المطالعة العمومية مصطفى الأشرف,library,34.761861,0.143687,20,Saïda,سعيدة,,399,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Kateb Yacine,Bibliothèque de lecture publique Kateb Yacine,مكتبة المطالعة العمومية كاتب ياسين,library,34.546111,0.261785,20,Saïda,سعيدة,,400,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,35.699419,-0.603395,31,Oran,وهران,,401,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,35.930839,0.077745,27,Mostaganem,مستغانم,,402,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,35.40391,0.140277,29,Mascara,معسكر,,403,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,35.356493,1.325296,14,Tiaret,تيارت,,404,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,36.745324,3.070754,16,Alger,الجزائر,,405,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,36.495316,5.273158,06,Béjaïa,بجاية,,406,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,35.52562,6.197866,05,Batna,باتنة,,407,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,35.867982,7.11247,04,Oum El Bouaghi,أم البواقي,,408,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,36.287308,7.967971,41,Souk Ahras,سوق أهراس,,409,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,32.268862,3.631627,47,Ghardaïa,غرداية,,410,false,patrimoineculturelalgerien.org
Musée El Moudjahid,Musée El Moudjahid,متحف المجاهد,museum-moudjahid,31.956928,5.333452,30,Ouargla,ورقلة,115,411,false,patrimoineculturelalgerien.org
Musée du Moudjahid,Musée du Moudjahid,متحف المجاهد,museum-moudjahid,33.105735,6.069705,30,Ouargla,ورقلة,,412,false,patrimoineculturelalgerien.org
Théâtre régional Serrat Boumediene,Théâtre régional Serrat Boumediene,المسرح الجهوي _ صراط بومدين,theatre,34.829139,0.1495,20,Saïda,سعيدة,,416,false,patrimoineculturelalgerien.org
Minaret de la vieille mosquée,Minaret de la vieille mosquée,دار الباي او دار الامير عبدالقادر,protected-cultural-property,36.261662,2.75139,26,Médéa,المدية,538,420,false,patrimoineculturelalgerien.org
Site Archéologique Khemissa (Thubursicu Numidarum),Site Archéologique Khemissa (Thubursicu Numidarum),الموقع الأثري خميسة,protected-cultural-property,36.194167,7.655222,41,Souk Ahras,سوق أهراس,1401,423,false,patrimoineculturelalgerien.org
Site Archéologique Madaure ( Madorus),Site Archéologique Madaure ( Madorus),الموقع الأثري مادور,protected-cultural-property,36.078889,7.900944,41,Souk Ahras,سوق أهراس,1400,424,false,patrimoineculturelalgerien.org
Site Archéologique Taoura (Thagura),Site Archéologique Taoura (Thagura),الموقع الأثري تاورة,protected-cultural-property,36.176417,8.035917,41,Souk Ahras,سوق أهراس,1399,425,false,patrimoineculturelalgerien.org
Site Archéologique Tiffeche ( Tipaza de Numidie ),Site Archéologique Tiffeche ( Tipaza de Numidie ),الموقع الأثري تيفاش ( تيبازة النوميدية),protected-cultural-property,36.160333,7.702833,41,Souk Ahras,سوق أهراس,1398,426,false,patrimoineculturelalgerien.org
Mausolée K'sar Lahmar,Mausolée K'sar Lahmar,ضريح قصر لحمر,protected-cultural-property,36.061903,8.103654,41,Souk Ahras,سوق أهراس,1396,427,false,patrimoineculturelalgerien.org
Site de Diana Veteranorum,Site de Diana Veteranorum,موقع ديانا فيتيرانوروم,protected-cultural-property,35.774444,6.075556,05,Batna,باتنة,,428,false,patrimoineculturelalgerien.org
Site de Lambèse – Tazoult,Site de Lambèse – Tazoult,موقع لمبيز - تازولت,protected-cultural-property,35.497222,6.273333,05,Batna,باتنة,,429,false,patrimoineculturelalgerien.org
Achir,Achir,اشير,protected-cultural-property,35.945338,3.284611,26,Médéa,المدية,122,430,false,patrimoineculturelalgerien.org
Site de Benia,Site de Benia,موقع البنية,protected-cultural-property,35.923576,3.289032,26,Médéa,المدية,432,431,false,patrimoineculturelalgerien.org
Mausolée de Sidi Abdelkader Ben Mohamed dit Sidi Cheikh,Mausolée de Sidi Abdelkader Ben Mohamed dit Sidi Cheikh,ضريح سيدي  عبد القادر بن محمد المكنى سيدي الشيخ,protected-cultural-property,32.891639,0.54525,32,El Bayadh,البيض,,435,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique Docteur Boubekeur Benali – wilaya de Béchar,Bibliothèque principale de lecture publique Docteur Boubekeur Benali – wilaya de Béchar,"المكتبة الرئيسية للمطالعة العمومية "" الدكتور بوبكر بن علي"" لولاية بشار",library,31.59272,-2.224475,08,Bechar,بشار,,437,false,patrimoineculturelalgerien.org
Station de gravures rupestres de Chebket Edighem,Station de gravures rupestres de Chebket Edighem,محطة النقش الصخري شبكة الديغم,protected-cultural-property,33.318824,0.363383,32,El Bayadh,البيض,,439,false,patrimoineculturelalgerien.org
PHARE BENGUT,PHARE BENGUT,منارة بن غوث,protected-cultural-property,36.922277,3.89335,35,Boumerdès,بومرداس,442,441,false,patrimoineculturelalgerien.org
Ksar antique de Sfissifa,Ksar antique de Sfissifa,قصر الصفيصيفة العتيق,protected-cultural-property,32.73092,-0.86986,45,Naâma,النعامة,,443,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique d'Oum El Bouaghi,Bibliothèque principale de lecture publique d'Oum El Bouaghi,المكتبة الرئيسية للمطالعة العمومية أم البواقي,library,35.869865,7.108188,04,Oum El Bouaghi,أم البواقي,,445,false,patrimoineculturelalgerien.org
Bibliothèque communale Boukhlifa Saïd,Bibliothèque communale Boukhlifa Saïd,المكتبة البلدية بوخليفة السعيد,library,36.049077,4.799361,34,Bordj Bou Arreridj,برج بوعريريج,,446,false,patrimoineculturelalgerien.org
Musée du site de Timgad,Musée du site de Timgad,متحف موقع تيمقاد,museum,35.484722,6.468611,05,Batna,باتنة,,447,false,patrimoineculturelalgerien.org
Hammam Beni Guecha,Hammam Beni Guecha,حمام بني قشة,protected-cultural-property,36.419575,5.989239,43,Mila,ميلة,1430,448,false,patrimoineculturelalgerien.org
Bibliothèque communale Ben Mohamed El Bachir,Bibliothèque communale Ben Mohamed El Bachir,المكتبة البلدية بن محمد البشير,library,36.072777,4.619444,34,Bordj Bou Arreridj,برج بوعريريج,,449,false,patrimoineculturelalgerien.org
Rapidum,Rapidum,الموقع الأثري رابيدوم,protected-cultural-property,36.136315,3.417607,26,Médéa,المدية,451,450,false,patrimoineculturelalgerien.org
